character,position,baxter,emc
穳,從開一寒去,dzanH,d̙z̙ɑnh
穴,匣合四先入,hwet,ʁwet
穵,影合二山入,'weat,ʔ̙weˤt
穵,影開二山入,'eat,ʔ̙eˤt
究,見三C尤去,kjuwH,kɨ̯uh
穸,邪開三清入,zjek,zjak
穹,溪三C東平,khjuwng,kʰɨ̯uŋ
空,溪一東去,khuwngH,qʰuŋh
空,溪一東平,khuwng,qʰuŋ
穼,生開三侵平,srim,ʂɨ̯im
穽,從開三清上,dzjengX,dzjaŋʔ
穽,從開三清去,dzjengH,dzjaŋh
穿,昌合三仙去,tsyhwenH,tɕʰwenh
穿,昌合三仙平,tsyhwen,tɕʰwen
窀,定合一魂平,dwon,d̙wən
窀,知合三真平,trwin,ʈjwin
窀,澄合二山平,drwean,ɖweˤn
突,定合一魂入,dwot,d̙wət
突,透合一魂入,thwot,t̙ʰwət
窂,來開一豪平,law,l̙əw
窄,莊開二庚入,tsraek,tʂaˤk
窅,影開二肴平,'aew,ʔ̙aˤw
窅,影開四蕭上,'ewX,ʔ̙ewʔ
窆,幫三B鹽去,pjemH,pɨ̯emh
窇,並二江入,baewk,b̙oˤk
窈,影開四蕭上,'ewX,ʔ̙ewʔ
窉,幫三B庚上,pjaengX,pɨ̯aŋʔ
窊,影合二麻去,'waeH,ʔ̙waˤh
窊,影合二麻平,'wae,ʔ̙waˤ
窋,知合三真入,trwit,ʈjwit
窌,來三尤去,ljuwH,ljuh
窌,來開二肴平,laew,l̙aˤw
窌,滂二肴去,phaewH,p̙ʰaˤwh
窐,匣合四齊平,hwej,ʁwej
窐,見合四齊平,kwej,qwej
窒,知開三真入,trit,ʈit
窒,端開四先入,tet,t̙et
窓,初二江平,tsrhaewng,tʂʰoˤŋ
窔,影開四蕭去,'ewH,ʔ̙ewh
窕,定開四蕭上,dewX,d̙ewʔ
窖,見開二肴去,kaewH,qaˤwh
窘,羣合三B真上,gwinX,ɡwɨ̯inʔ
窙,曉開二肴平,xaew,χaˤw
窞,定開一覃上,domX,d̙əmʔ
窟,溪合一魂入,khwot,qʰwət
窠,溪合一歌平,khwa,qʰwɑ
窡,知合二山入,trweat,ʈweˤt
窡,知合二刪入,trwaet,ʈwaˤt
窣,心合一魂入,swot,s̙wət
窨,影開三B侵去,'imH,ʔɨ̯imh
窪,影合二麻平,'wae,ʔ̙waˤ
窫,影開二山入,'eat,ʔ̙eˤt
窬,以合三虞平,yu,jo
窬,定一侯去,duwH,d̙uh
窬,定一侯平,duw,d̙u
窮,羣三C東平,gjuwng,ɡɨ̯uŋ
窯,以開三宵平,yew,jew
窰,以開三宵平,yew,jew
窱,透開四蕭上,thewX,t̙ʰewʔ
窱,透開四蕭去,thewH,t̙ʰewh
窳,以合三虞上,yuX,joʔ
窴,定開四先去,denH,d̙enh
窴,定開四先平,den,d̙en
窵,端開四蕭去,tewH,t̙ewh
窶,羣合三C虞上,gjuX,ɡɨ̯oʔ
窸,心開三真入,sit,sit
窹,疑一模去,nguH,ɴoh
窺,溪合三A支平,khjwie,kʰjwie
窻,初二江平,tsrhaewng,tʂʰoˤŋ
窾,溪合一寒上,khwanX,qʰwɑnʔ
窿,來三東平,ljuwng,ljuŋ
竀,徹開二庚平,trhaeng,ʈʰaˤŋ
竀,徹開三清平,trhjeng,ʈʰjaŋ
竁,初合三祭去,tsrhjwejH,tʂʰwɨ̯ejh
竁,昌合三仙去,tsyhwenH,tɕʰwenh
竁,清合三祭去,tshjwejH,tsʰjwejh
竂,來開四蕭平,lew,l̙ew
竄,清合一寒去,tshwanH,t̙s̙ʰwɑnh
竅,溪開四蕭去,khewH,qʰewh
竇,定一侯去,duwH,d̙uh
竈,精開一豪去,tsawH,t̙s̙əwh
竉,來一東上,luwngX,l̙uŋʔ
竊,清開四先入,tshet,t̙s̙ʰet
立,來開三侵入,lip,lip
竑,匣合二耕平,hweang,ʁweˤŋ
竘,溪一侯上,khuwX,qʰuʔ
竘,溪合三C虞上,khjuX,kʰɨ̯oʔ
站,知開二咸去,treamH,ʈeˤmh
竚,澄開三魚上,drjoX,ɖjəʔ
竛,來開四青平,leng,l̙eŋ
竝,並四青上,bengX,b̙eŋʔ
竟,見開三B庚去,kjaengH,kɨ̯aŋh
章,章開三陽平,tsyang,tɕɑŋ
竢,俟開三之上,zriX,ʐɨʔ
竣,清合三真平,tshwin,tsʰjwin
童,定一東平,duwng,d̙uŋ
竦,心三鍾上,sjowngX,sjoŋʔ
竩,疑開三B支去,ngjeH,ŋɨ̯ieh
竪,常合三虞上,dzyuX,dʑoʔ
竫,從開三清上,dzjengX,dzjaŋʔ
竭,羣開三B仙入,gjet,ɡɨ̯et
竭,羣開三C元入,gjot,ɡɨ̯ət
竮,並四青平,beng,b̙eŋ
竮,滂四青平,pheng,p̙ʰeŋ
端,端合一寒平,twan,t̙wɑn
竱,章合三仙上,tsywenX,tɕwenʔ
竱,端合一寒平,twan,t̙wɑn
竲,從開三蒸平,dzing,dzjɨŋ
竲,精開一登平,tsong,t̙s̙əŋ
竴,清合三真平,tshwin,tsʰjwin
竵,曉合二佳平,xwea,χweˤ
競,羣開三B庚去,gjaengH,ɡɨ̯aŋh
竷,溪開一覃上,khomX,qʰəmʔ
竷,溪開一覃去,khomH,qʰəmh
竹,知三東入,trjuwk,ʈjuk
竺,知三東入,trjuwk,ʈjuk
竺,端一冬入,towk,t̙ok
竺,端一東入,tuwk,t̙uk
竻,來開一登入,lok,l̙ək
竽,云合三C虞平,hju,wɨ̯o
竿,見開一寒平,kan,qɑn
笄,見開四齊平,kej,qej
笅,匣開二肴平,haew,ʁaˤw
笆,並二麻上,baeX,b̙aˤʔ
笆,幫二麻平,pae,p̙aˤ
笇,心合一寒去,swanH,s̙wɑnh
笈,初開二咸入,tsrheap,tʂʰeˤp
笈,羣開三B侵入,gip,ɡɨ̯ip
笈,羣開三B鹽入,gjep,ɡɨ̯ep
笈,羣開三C嚴入,gjaep,ɡɨ̯əp
笉,云合三B真上,hwinX,wɨ̯inʔ
笊,莊開二肴上,tsraewX,tʂaˤwʔ
笊,莊開二肴去,tsraewH,tʂaˤwh
笋,心合三真上,swinX,sjwinʔ
笍,日合三祭去,nywejH,ɲwejh
笍,知合三祭去,trjwejH,ʈjwejh
笏,曉合一魂入,xwot,χwət
笐,匣開一唐去,hangH,ʁɑŋh
笐,見開一唐平,kang,qɑŋ
笑,心開三宵去,sjewH,sjewh
笒,崇開三侵平,dzrim,dʐɨ̯im
笒,羣開三B侵去,gimH,ɡɨ̯imh
笓,並四齊平,bej,b̙ej
笗,端一冬平,towng,t̙oŋ
笘,端開四添入,tep,t̙ep
笙,生開三庚平,srjaeng,ʂɨ̯aŋ
笚,匣開二銜入,haep,ʁaˤp
笚,端開一談入,tap,t̙ɑp
笛,定開四青入,dek,d̙ek
笝,泥開一談入,nap,n̙ɑp
笞,徹開三之平,trhi,ʈʰjɨ
笠,來開三侵入,lip,lip
笡,清開三麻去,tshjaeH,tsʰjah
笢,明三A真上,mjinX,mjinʔ
笢,明三B真平,min,mɨ̯in
笥,心開三之去,siH,sjɨh
符,並三C虞平,bju,bɨ̯o
笧,初開二耕入,tsrheak,tʂʰeˤk
笨,並一魂上,bwonX,b̙wənʔ
笨,幫一魂上,pwonX,p̙wənʔ
笪,端開一寒入,tat,t̙ɑt
笪,端開一寒上,tanX,t̙ɑnʔ
笪,端開一寒去,tanH,t̙ɑnh
笫,莊開三之上,tsriX,tʂɨʔ
第,定開四齊去,dejH,d̙ejh
笭,來開四青上,lengX,l̙eŋʔ
笭,來開四青平,leng,l̙eŋ
笮,從開一唐入,dzak,d̙z̙ɑk
笮,莊開二庚入,tsraek,tʂaˤk
笮,莊開二麻去,tsraeH,tʂaˤh
笯,泥一模去,nuH,n̙oh
笯,泥一模平,nu,n̙o
笯,孃開二麻平,nrae,ɳaˤ
笰,幫三C文入,pjut,pɨ̯ut
笱,見一侯上,kuwX,quʔ
笲,並三B仙去,bjenH,bɨ̯enh
笲,並三C元上,bjonX,bɨ̯ənʔ
笲,並三C元平,bjon,bɨ̯ən
笳,見開二麻平,kae,qaˤ
笴,見開一寒上,kanX,qɑnʔ
笴,見開一歌上,kaX,qɑʔ
笵,並三C凡上,bjomX,bɨ̯əmʔ
笿,來開一唐入,lak,l̙ɑk
筀,見合四齊去,kwejH,qwejh
筄,以開三宵去,yewH,jewh
筅,心開四先上,senX,s̙enʔ
筆,幫三B真入,pit,pɨ̯it
筇,羣三C鍾平,gjowng,ɡɨ̯oŋ
筈,見合一寒入,kwat,qwɑt
筈,溪合一寒入,khwat,qʰwɑt
等,端開一咍上,tojX,t̙əjʔ
等,端開一登上,tongX,t̙əŋʔ
筊,匣開二肴平,haew,ʁaˤw
筊,見開二肴上,kaewX,qaˤwʔ
筋,見開三C殷平,kj+n,kɨn
筌,清合三仙平,tshjwen,tsʰjwen
筍,心合三真上,swinX,sjwinʔ
筏,並三C元入,bjot,bɨ̯ət
筏,幫一寒入,pat,p̙ɑt
筐,溪合三C陽平,khjwang,kʰwɨ̯ɑŋ
筑,知三東入,trjuwk,ʈjuk
筑,澄三東入,drjuwk,ɖjuk
筒,定一東去,duwngH,d̙uŋh
筒,定一東平,duwng,d̙uŋ
答,端開一覃入,top,t̙əp
筕,匣開一唐平,hang,ʁɑŋ
筕,匣開二庚平,haeng,ʁaˤŋ
策,初開二耕入,tsrheak,tʂʰeˤk
筟,滂三C虞平,phju,pʰɨ̯o
筠,云合三B真平,hwin,wɨ̯in
筡,定一模平,du,d̙o
筡,徹開三魚平,trhjo,ʈʰjə
筣,來開三之平,li,ljɨ
筣,來開四齊平,lej,l̙ej
筤,來開一唐平,lang,l̙ɑŋ
筥,見開三C魚上,kjoX,kɨ̯əʔ
筦,見合一寒上,kwanX,qwɑnʔ
筧,見開四先上,kenX,qenʔ
筨,匣開一覃平,hom,ʁəm
筩,定一東平,duwng,d̙uŋ
筬,常開三清平,dzyeng,dʑaŋ
筭,心合一寒去,swanH,s̙wɑnh
筮,常開三祭去,dzyejH,dʑejh
筯,澄開三魚去,drjoH,ɖjəh
筰,從開一唐入,dzak,d̙z̙ɑk
筱,心開四蕭上,sewX,s̙ewʔ
筲,生開二肴平,sraew,ʂaˤw
筳,定開四青平,deng,d̙eŋ
筴,初開二耕入,tsrheak,tʂʰeˤk
筴,見開二咸入,keap,qeˤp
筴,見開四添入,kep,qep
筵,以開三仙平,yen,jen
箁,並一侯平,buw,b̙u
箃,莊三尤平,tsrjuw,tʂɨ̯u
箄,幫三A支上,pjieX,pjieʔ
箄,幫三A支平,pjie,pjie
箄,幫四齊平,pej,p̙ej
箅,幫四齊去,pejH,p̙ejh
箇,見開一歌去,kaH,qɑh
箉,定開二佳上,deaX,d̙eˤʔ
箊,影開三C魚平,'jo,ʔɨ̯ə
箋,精開四先平,tsen,t̙s̙en
箍,見一模平,ku,qo
箏,莊開二耕平,tsreang,tʂeˤŋ
箐,精開三清平,tsjeng,tsjaŋ
箑,生開二咸入,sreap,ʂeˤp
箑,生開三鹽入,srjep,ʂɨ̯ep
箑,崇開二咸入,dzreap,dʐeˤp
箒,章三尤上,tsyuwX,tɕuʔ
箓,來一東入,luwk,l̙uk
箔,並一唐入,bak,b̙ɑk
箕,見開三C之平,ki,kɨ
箖,來開三侵平,lim,lim
算,心合一寒上,swanX,s̙wɑnʔ
箘,溪合三B真平,khwin,kʰwɨ̯in
箘,羣合三B真上,gwinX,ɡwɨ̯inʔ
箙,並三C東入,bjuwk,bɨ̯uk
箛,見一模平,ku,qo
箜,溪一東平,khuwng,qʰuŋ
箝,羣開三B鹽平,gjem,ɡɨ̯em
箟,溪合三B真平,khwin,kʰwɨ̯in
箠,知合三支平,trjwe,ʈjwie
箠,章合三支上,tsyweX,tɕwieʔ
管,見合一寒上,kwanX,qwɑnʔ
箬,日開三陽入,nyak,ɲɑk
箭,精開三仙去,tsjenH,tsjenh
箯,並三A仙平,bjien,bjen
箯,幫三A仙平,pjien,pjen
箰,心合三真上,swinX,sjwinʔ
箱,心開三陽平,sjang,sjɑŋ
箲,心開四先上,senX,s̙enʔ
箳,並四青平,beng,b̙eŋ
箳,幫三A清平,pjieng,pjaŋ
箴,章開三侵平,tsyim,tɕim
箵,心開四青上,sengX,s̙eŋʔ
箶,匣一模平,hu,ʁo
箷,以開三支平,ye,jie
箸,知開三魚去,trjoH,ʈjəh
箸,澄開三魚去,drjoH,ɖjəh
箹,影二江入,'aewk,ʔ̙oˤk
箹,影開二肴去,'aewH,ʔ̙aˤwh
箽,端一東上,tuwngX,t̙uŋʔ
箾,心開四蕭平,sew,s̙ew
箾,生二江入,sraewk,ʂoˤk
箿,從開三侵入,dzip,dzip
節,精開四先入,tset,t̙s̙et
篁,匣合一唐平,hwang,ʁwɑŋ
篂,心開四青平,seng,s̙eŋ
篃,明三B脂去,mijH,mɨ̯ih
範,並三C凡上,bjomX,bɨ̯əmʔ
篅,常合三支平,dzywe,dʑwie
篅,常合三仙平,dzywen,dʑwen
篆,澄合三仙上,drjwenX,ɖjwenʔ
篇,滂三A仙平,phjien,pʰjen
築,知三東入,trjuwk,ʈjuk
篋,溪開四添入,khep,qʰep
篌,匣一侯平,huw,ʁu
篍,清三尤平,tshjuw,tsʰju
篍,清開三宵去,tshjewH,tsʰjewh
篍,清開三宵平,tshjew,tsʰjew
篎,明三A宵上,mjiewX,mjewʔ
篎,明三A宵去,mjiewH,mjewh
篔,云合三C文平,hjun,wɨ̯un
篕,匣開一談入,hap,ʁɑp
篖,定開一唐平,dang,d̙ɑŋ
篘,初三尤平,tsrhjuw,tʂʰɨ̯u
篙,見開一豪平,kaw,qəw
篚,幫三C微上,pj+jX,pwɨjʔ
篜,章開三蒸平,tsying,tɕɨŋ
篝,見一侯平,kuw,qu
篞,泥開四先入,net,n̙et
篟,清開四先去,tshenH,t̙s̙ʰenh
篠,心開四蕭上,sewX,s̙ewʔ
篡,初合二刪去,tsrhwaenH,tʂʰwaˤnh
篢,見一東平,kuwng,quŋ
篣,並一唐平,bang,b̙ɑŋ
篣,並二庚平,baeng,b̙aˤŋ
篤,端一冬入,towk,t̙ok
篥,來開三真入,lit,lit
篦,幫四齊平,pej,p̙ej
篧,崇二江入,dzraewk,dʐoˤk
篧,莊二江入,tsraewk,tʂoˤk
篨,澄開三魚平,drjo,ɖjə
篩,生開三脂平,srij,ʂɨ̯i
篪,澄開三支平,drje,ɖie
篰,並一侯上,buwX,b̙uʔ
篲,邪合三祭去,zjwejH,zjwejh
篳,幫三A真入,pjit,pjit
篴,定開四青入,dek,d̙ek
篴,澄三東入,drjuwk,ɖjuk
篷,並一東平,buwng,b̙uŋ
篸,精開一覃去,tsomH,t̙s̙əmh
篸,精開一覃平,tsom,t̙s̙əm
篹,心合一寒上,swanX,s̙wɑnʔ
篻,明三A宵平,mjiew,mjew
篻,滂三A宵上,phjiewX,pʰjewʔ
篼,端一侯平,tuw,t̙u
篽,疑開三C魚上,ngjoX,ŋɨ̯əʔ
篾,明四先入,met,m̙et
篿,定合一寒平,dwan,d̙wɑn
篿,章合三仙平,tsywen,tɕwen
簀,莊開二耕入,tsreak,tʂeˤk
簁,生開三支上,srjeX,ʂɨ̯ieʔ
簁,生開三支平,srje,ʂɨ̯ie
簂,見合一灰去,kwojH,qwəjh
簃,以開三支平,ye,jie
簃,澄開三支平,drje,ɖie
簄,匣一模上,huX,ʁoʔ
簅,生開二山上,sreanX,ʂeˤnʔ
簆,溪一侯去,khuwH,qʰuh
簇,清一東入,tshuwk,t̙s̙ʰuk
簉,初三尤去,tsrhjuwH,tʂʰɨ̯uh
簋,見合三B脂上,kwijX,kwɨ̯iʔ
簍,來一侯上,luwX,l̙uʔ
簍,來一侯平,luw,l̙u
簍,來合三虞上,ljuX,ljoʔ
簎,初開三庚入,tsrhjaek,tʂʰɨ̯ak
簎,崇二江入,dzraewk,dʐoˤk
簎,從開三清入,dzjek,dzjak
簏,來一東入,luwk,l̙uk
簙,幫一唐入,pak,p̙ɑk
簜,定開一唐上,dangX,d̙ɑŋʔ
簜,透開一唐平,thang,t̙ʰɑŋ
簝,來開一豪平,law,l̙əw
簝,來開四蕭平,lew,l̙ew
簞,端開一寒平,tan,t̙ɑn
簟,定開四添上,demX,d̙emʔ
簠,滂三C虞去,phjuH,pʰɨ̯oh
簠,幫三C虞上,pjuX,pɨ̯oʔ
簠,幫三C虞平,pju,pɨ̯o
簡,見開二山上,keanX,qeˤnʔ
簢,明三B真上,minX,mɨ̯inʔ
簣,溪合二皆去,khweajH,qʰweˤjh
簣,羣合三B脂去,gwijH,ɡwɨ̯ih
簥,見開三B宵平,kjew,kɨ̯ew
簦,端開一登平,tong,t̙əŋ
簧,匣合一唐平,hwang,ʁwɑŋ
簨,心合三真上,swinX,sjwinʔ
簩,來開一豪平,law,l̙əw
簪,莊開三侵平,tsrim,tʂɨ̯im
簪,精開一覃平,tsom,t̙s̙əm
簫,心開四蕭平,sew,s̙ew
簬,來一模去,luH,l̙oh
簭,常開三祭去,dzyejH,dʑejh
簳,見開一寒上,kanX,qɑnʔ
簵,來一模去,luH,l̙oh
簶,來一東入,luwk,l̙uk
簷,以開三鹽平,yem,jem
簸,幫一歌上,paX,p̙ɑʔ
簸,幫一歌去,paH,p̙ɑh
簹,端開一唐平,tang,t̙ɑŋ
簺,心開一咍去,sojH,s̙əjh
簻,知合二麻平,trwae,ʈwaˤ
簻,溪合一歌平,khwa,qʰwɑ
簾,來開三鹽平,ljem,ljem
簿,並一唐入,bak,b̙ɑk
簿,並一模上,buX,b̙oʔ
籀,澄三尤去,drjuwH,ɖjuh
籃,來開一談平,lam,l̙ɑm
籈,見開三A仙平,kjien,kjen
籈,章開三真平,tsyin,tɕin
籉,定開一咍平,doj,d̙əj
籊,定開四青入,dek,d̙ek
籊,透開四青入,thek,t̙ʰek
籋,泥開四添入,nep,n̙ep
籋,孃開三鹽入,nrjep,ɳjep
籌,澄三尤平,drjuw,ɖju
籍,從開三清入,dzjek,dzjak
籓,幫三C元平,pjon,pɨ̯ən
籔,心一侯上,suwX,s̙uʔ
籔,生合三虞上,srjuX,ʂɨ̯oʔ
籗,溪合一唐入,khwak,qʰwɑk
籙,來三鍾入,ljowk,ljok
籚,來一模平,lu,l̙o
籛,精開三仙上,tsjenX,tsjenʔ
籛,精開三仙去,tsjenH,tsjenh
籛,精開四先平,tsen,t̙s̙en
籜,透開一唐入,thak,t̙ʰɑk
籝,以開三清平,yeng,jaŋ
籞,疑開三C魚上,ngjoX,ŋɨ̯əʔ
籟,來開一泰去,lajH,l̙ɑjh
籠,來一東上,luwngX,l̙uŋʔ
籠,來一東平,luwng,l̙uŋ
籠,來三鍾平,ljowng,ljoŋ
籢,來開三鹽平,ljem,ljem
籣,來開一寒平,lan,l̙ɑn
籤,清開三鹽平,tshjem,tsʰjem
籥,以開三陽入,yak,jɑk
籦,章三鍾平,tsyowng,tɕoŋ
籧,羣開三C魚平,gjo,ɡɨ̯ə
籩,幫四先平,pen,p̙en
籫,精合一寒上,tswanX,t̙s̙wɑnʔ
籬,來開三支平,lje,lie
籭,生開二佳平,srea,ʂeˤ
籭,生開三支平,srje,ʂɨ̯ie
籮,來開一歌平,la,l̙ɑ
籰,云合三C陽入,hjwak,wɨ̯ɑk
籲,以合三虞去,yuH,joh
米,明四齊上,mejX,m̙ejʔ
籴,定開四青入,dek,d̙ek
籸,生開三臻平,srin,ʂɨ̯in
籹,孃開三魚上,nrjoX,ɳjəʔ
籺,匣開四先入,het,ʁet
粄,幫一寒上,panX,p̙ɑnʔ
粈,日三尤上,nyuwX,ɲuʔ
粉,幫三C文上,pjunX,pɨ̯unʔ
粊,幫三B脂去,pijH,pɨ̯ih
粒,來開三侵入,lip,lip
粔,羣開三C魚上,gjoX,ɡɨ̯əʔ
粕,滂一唐入,phak,p̙ʰɑk
粖,明一寒入,mat,m̙ɑt
粖,明四先入,met,m̙et
粗,從一模上,dzuX,d̙z̙oʔ
粘,孃開三鹽平,nrjem,ɳjem
粞,心開一咍平,soj,s̙əj
粞,心開四齊平,sej,s̙ej
粟,心三鍾入,sjowk,sjok
粢,精開三脂平,tsij,tsi
粥,以三東入,yuwk,juk
粥,章三東入,tsyuwk,tɕuk
粦,來開三真去,linH,linh
粮,來開三陽平,ljang,ljɑŋ
粯,匣開二山去,heanH,ʁeˤnh
粰,並三C尤平,bjuw,bɨ̯u
粱,來開三陽平,ljang,ljɑŋ
粲,清開一寒去,tshanH,t̙s̙ʰɑnh
粳,見開二庚平,kaeng,qaˤŋ
粵,云合三C元入,hjwot,wɨ̯ət
粹,心合三脂去,swijH,sjwih
粺,並二佳去,beaH,b̙eˤh
粻,知開三陽平,trjang,ʈjɑŋ
粼,來開三真去,linH,linh
粼,來開三真平,lin,lin
粽,精一東去,tsuwngH,t̙s̙uŋh
精,精開三清去,tsjengH,tsjaŋh
精,精開三清平,tsjeng,tsjaŋ
粿,見合一歌上,kwaX,qwɑʔ
糂,心開一覃上,somX,s̙əmʔ
糄,幫四先上,penX,p̙enʔ
糅,孃三尤去,nrjuwH,ɳjuh
糇,匣一侯平,huw,ʁu
糈,心開三魚上,sjoX,sjəʔ
糈,生開三魚上,srjoX,ʂɨ̯əʔ
糉,精一東去,tsuwngH,t̙s̙uŋh
糊,匣一模平,hu,ʁo
糏,心開四先入,set,s̙et
糒,並三B脂去,bijH,bɨ̯ih
糓,見一東入,kuwk,quk
糔,心三尤上,sjuwX,sjuʔ
糖,定開一唐平,dang,d̙ɑŋ
糗,溪三C尤上,khjuwX,kʰɨ̯uʔ
糙,清開一豪去,tshawH,t̙s̙ʰəwh
糛,定開一唐平,dang,d̙ɑŋ
糜,明三B支平,mje,mɨ̯ie
糝,心開一覃上,somX,s̙əmʔ
糞,幫三C文去,pjunH,pɨ̯unh
糟,精開一豪平,tsaw,t̙s̙əw
糠,溪開一唐平,khang,qʰɑŋ
糣,心開一覃上,somX,s̙əmʔ
糤,心開一寒上,sanX,s̙ɑnʔ
糦,昌開三之去,tsyhiH,tɕʰɨh
糧,來開三陽平,ljang,ljɑŋ
糪,滂二耕入,pheak,p̙ʰeˤk
糪,幫二耕入,peak,p̙eˤk
糫,匣合二刪平,hwaen,ʁwaˤn
糱,疑開三B仙入,ngjet,ŋɨ̯et
糲,來開一泰去,lajH,l̙ɑjh
糲,來開一寒入,lat,l̙ɑt
糲,來開三祭去,ljejH,ljejh
糳,精開一唐入,tsak,t̙s̙ɑk
糴,定開四青入,dek,d̙ek
糶,透開四蕭去,thewH,t̙ʰewh
糷,來開一寒去,lanH,l̙ɑnh
糸,明四青入,mek,m̙ek
系,匣開四齊去,hejH,ʁejh
糾,見開三A幽上,kjiwX,kjiwʔ
紀,見開三C之上,kiX,kɨʔ
紂,澄三尤上,drjuwX,ɖjuʔ
紃,邪合三真平,zwin,zjwin
紃,船合三真平,zywin,ʑwin
約,影開三A宵去,'jiewH,ʔjewh
約,影開三C陽入,'jak,ʔɨ̯ɑk
紅,匣一東平,huwng,ʁuŋ
紆,影合三C虞平,'ju,ʔɨ̯o
紇,匣開一痕入,hot,ʁət
紇,匣開四先入,het,ʁet
紈,匣合一寒平,hwan,ʁwɑn
紉,孃開三真平,nrin,ɳin
紊,明三C文去,mjunH,mɨ̯unh
紋,明三C文平,mjun,mɨ̯un
納,泥開一覃入,nop,n̙əp
紐,孃三尤上,nrjuwX,ɳjuʔ
紑,滂三C尤上,phjuwX,pʰɨ̯uʔ
紑,滂三C尤平,phjuw,pʰɨ̯u
紑,幫三C尤平,pjuw,pɨ̯u
紓,書開三魚平,syo,ɕə
紓,船開三魚上,zyoX,ʑəʔ
純,常合三真平,dzywin,dʑwin
純,章合三真上,tsywinX,tɕwinʔ
紕,並三A支平,bjie,bjie
紕,滂三A脂平,phjij,pʰji
紖,澄開三真上,drinX,ɖinʔ
紗,生開二麻平,srae,ʂaˤ
紘,匣合二耕平,hweang,ʁweˤŋ
紙,章開三支上,tsyeX,tɕieʔ
級,見開三B侵入,kip,kɨ̯ip
紛,滂三C文平,phjun,pʰɨ̯un
紜,云合三C文平,hjun,wɨ̯un
紝,日開三侵平,nyim,ɲim
紞,端開一談上,tamX,t̙ɑmʔ
紟,羣開三B侵去,gimH,ɡɨ̯imh
素,心一模去,suH,s̙oh
紡,滂三C陽上,phjangX,pʰɨ̯ɑŋʔ
索,心開一唐入,sak,s̙ɑk
索,生開二耕入,sreak,ʂeˤk
索,生開三庚入,srjaek,ʂɨ̯ak
紨,滂三C虞平,phju,pʰɨ̯o
紩,澄開三真入,drit,ɖit
紫,精開三支上,tsjeX,tsieʔ
紬,澄三尤平,drjuw,ɖju
紭,匣合二耕平,hweang,ʁweˤŋ
紮,莊開二山入,tsreat,tʂeˤt
累,來合三支上,ljweX,ljwieʔ
累,來合三支去,ljweH,ljwieh
細,心開四齊去,sejH,s̙ejh
紱,幫三C文入,pjut,pɨ̯ut
紲,心開三仙入,sjet,sjet
紳,書開三真平,syin,ɕin
紴,滂三B支上,phjeX,pʰɨ̯ieʔ
紴,幫一歌平,pa,p̙ɑ
紵,澄開三魚上,drjoX,ɖjəʔ
紷,來開四青平,leng,l̙eŋ
紹,常開三宵上,dzyewX,dʑewʔ
紺,見開一覃去,komH,qəmh
紻,影開三C陽上,'jangX,ʔɨ̯ɑŋʔ
紼,幫三C文入,pjut,pɨ̯ut
紽,定開一歌平,da,d̙ɑ
紾,知開三仙上,trjenX,ʈjenʔ
紾,章開三真上,tsyinX,tɕinʔ
紿,定開一咍上,dojX,d̙əjʔ
絀,知合三真入,trwit,ʈjwit
絁,書開三支平,sye,ɕie
終,章三東平,tsyuwng,tɕuŋ
絃,匣開四先平,hen,ʁen
絃,曉合四先去,xwenH,χwenh
組,精一模上,tsuX,t̙s̙oʔ
絅,見合四青平,kweng,qweŋ
絅,溪合四青上,khwengX,qʰweŋʔ
絆,幫一寒去,panH,p̙ɑnh
絇,見合三C虞去,kjuH,kɨ̯oh
絇,羣合三C虞平,gju,ɡɨ̯o
絍,日開三侵去,nyimH,ɲimh
絎,匣開二庚去,haengH,ʁaˤŋh
結,見開四先入,ket,qet
絑,章合三虞平,tsyu,tɕo
絓,匣合二佳去,hweaH,ʁweˤh
絓,溪合二佳平,khwea,qʰweˤ
絕,從合三仙入,dzjwet,dzjwet
絘,清開三脂去,tshijH,tsʰih
絙,匣合一寒平,hwan,ʁwɑn
絙,見開一登平,kong,qəŋ
絛,透開一豪平,thaw,t̙ʰəw
絜,匣開四先入,het,ʁet
絜,見開四先入,ket,qet
絝,溪一模去,khuH,qʰoh
絞,見開二肴上,kaewX,qaˤwʔ
絟,清合三仙入,tshjwet,tsʰjwet
絟,清合三仙平,tshjwen,tsʰjwen
絠,見開一咍上,kojX,qəjʔ
絡,來開一唐入,lak,l̙ɑk
絢,曉合四先去,xwenH,χwenh
絣,幫二耕平,peang,p̙eˤŋ
絥,並三B脂去,bijH,bɨ̯ih
絥,並三C東入,bjuwk,bɨ̯uk
給,見開三B侵入,kip,kɨ̯ip
絧,定一東去,duwngH,d̙uŋh
絧,定一東平,duwng,d̙uŋ
絨,日三東平,nyuwng,ɲuŋ
絩,透開四蕭去,thewH,t̙ʰewh
絪,影開三A真平,'jin,ʔjin
絫,來合三支上,ljweX,ljwieʔ
絬,心開三仙入,sjet,sjet
絭,見三C鍾入,kjowk,kɨ̯ok
絭,見合三B仙去,kjwenH,kwɨ̯enh
絭,見合三C元去,kjwonH,kwɨ̯ənh
絭,溪合三B仙去,khjwenH,kʰwɨ̯enh
絭,溪合三C元去,khjwonH,kʰwɨ̯ənh
絮,心開三魚去,sjoH,sjəh
絮,徹開三魚去,trhjoH,ʈʰjəh
絮,孃開二麻去,nraeH,ɳaˤh
絮,孃開三魚去,nrjoH,ɳjəh
