character,position,baxter,emc,lmc,nw,nw_late
菡,匣開一覃上,homX,ʁəmʔ,ʁɑmH,ʁ̥ɦɑmH,χɑmH
菢,並一豪去,bawH,b̙əwh,bɑwH,b̥ɦɑwH,pʰɑwH
菣,溪開三A真去,khjinH,kʰjinh,kʰjinH,kʰjinH,kʰjinH
菣,溪開四先去,khenH,qʰenh,kʰjɛnH,kʰjɛnH,kʰjɛnH
菤,見合三B仙上,kjwenX,kwɨ̯enʔ,kwɨɛnX,kwɨɛnX,kwɨɛnX
菥,心開三支平,sje,sie,sji,sə,sə
菥,心開四青入,sek,s̙ek,sjɛk,sjɛɣ,sjɨɣ
菦,見開三C殷上,kj+nX,kɨnʔ,kɨnX,kɨnX,kɨnX
菨,精開三鹽入,tsjep,tsjep,tsjɛp,tsjɛβ,tsjɛβ
菩,並一灰上,bwojX,b̙wəjʔ,bɑjH,b̥ɦɑjH,pʰɑjH
菩,並一登入,bok,b̙ək,bək,b̥ɦəɣ,pʰəɣ
菩,並一模平,bu,b̙o,bu,b̥ɦu,pʰu
菩,並三C尤上,bjuwX,bɨ̯uʔ,bvəwH,v̥ɦəwH,fəwH
菬,從開三宵平,dzjew,dzjew,dzjɛw,d̥z̥ɦjɛw,tsʰjɛw
菬,章開三宵上,tsyewX,tɕewʔ,tɕɛwX,tɕɛwX,tɕɛwX
菭,定開一咍平,doj,d̙əj,dɑj,d̥ɦɑj,tʰɑj
菭,澄開三脂平,drij,ɖi,ɖɨi,ɖ̥ɦɨi,ʈʰɨi
華,匣合二麻去,hwaeH,ʁwaˤh,ʁwʕaH,ʁ̥ɦwʕaH,χwʕaH
華,匣合二麻平,hwae,ʁwaˤ,ʁwʕa,ʁ̥ɦwʕa,χwʕa
華,曉合二麻平,xwae,χwaˤ,χwʕa,χwʕa,χwʕa
菰,見一模平,ku,qo,qu,qu,qu
菱,來開三蒸平,ling,ljɨŋ,lɨŋ,lɨŋ,lɨŋ
菲,並三C微去,bj+jH,bwɨjh,bvjiH,v̥ɦjiH,fjiH
菲,滂三C微上,phj+jX,pʰwɨjʔ,pfʰjiX,fjiX,fjiX
菲,滂三C微平,phj+j,pʰwɨj,pfʰji,fji,fji
菳,溪開三B侵平,khim,kʰɨ̯im,kʰɨim,kʰɨim,kʰɨim
菴,影開一覃平,'om,ʔ̙əm,ʔɑm,ʔɑm,ʔɑm
菴,影開三B鹽平,'jem,ʔɨ̯em,ʔɨɛm,ʔɨɛm,ʔɨɛm
菵,明三C陽上,mjangX,mɨ̯ɑŋʔ,ɱɑŋX,ʋɔũX,ʋɔũX
菶,並一東上,buwngX,b̙uŋʔ,buŋH,b̥ɦuŋH,pʰuŋH
菶,幫一東上,puwngX,p̙uŋʔ,puŋX,puŋX,puŋX
菸,影開三C魚去,'joH,ʔɨ̯əh,ʔɨH,ʔɨuH,ʔɨuH
菹,莊開三魚平,tsrjo,tʂɨ̯ə,tʂʕə,tʂʕu,tʂʕu
菺,見開四先平,ken,qen,kjɛn,kjɛn,kjɛn
菻,來開三侵上,limX,limʔ,lɨimX,lɨimX,lɨimX
菼,透開一談上,thamX,t̙ʰɑmʔ,tʰɑmX,tʰɑmX,tʰɑmX
菽,書三東入,syuwk,ɕuk,ɕuk,ɕuɣ,ɕuɣ
菾,定開四添平,dem,d̙em,djɛm,d̥ɦjɛm,tʰjɛm
菿,知二江入,traewk,ʈoˤk,ʈʕawk,ʈʕawɣ,ʈʕɔɣ
菿,端開一豪去,tawH,t̙əwh,tɑwH,tɑwH,tɑwH
萀,曉一模上,xuX,χoʔ,χuX,χuX,χuX
萁,見開三C之平,ki,kɨ,kɨi,kɨi,kɨi
萁,羣開三C之平,gi,ɡɨ,ɡɨi,ɡ̊ɦɨi,kʰɨi
萃,從合三脂去,dzwijH,dzjwih,dzjwiH,d̥z̥ɦuH,tsʰuH
萄,定開一豪平,daw,d̙əw,dɑw,d̥ɦɑw,tʰɑw
萆,並三A清入,bjiek,bjak,bjɛk,b̥ɦjɛɣ,pʰjɨɣ
萇,澄開三陽平,drjang,ɖjɑŋ,ɖɨɑŋ,ɖ̥ɦɨɔũ,ʈʰɨɔũ
萈,匣合一寒平,hwan,ʁwɑn,ʁwɑn,ʁ̥ɦwɑn,χwɑn
萉,並三C文平,bjun,bɨ̯un,bvun,v̥ɦun,fun
萉,並三C微去,bj+jH,bwɨjh,bvjiH,v̥ɦjiH,fjiH
萊,來開一咍去,lojH,l̙əjh,lɑjH,lɑjH,lɑjH
萊,來開一咍平,loj,l̙əj,lɑj,lɑj,lɑj
萋,清開四齊平,tshej,t̙s̙ʰej,tsʰjɛj,tsʰjɛj,tsʰji
萌,明二耕平,meang,m̙eˤŋ,mʕɛŋ,mbʕɛĩ,mbʕɛĩ
萍,並四青平,beng,b̙eŋ,bjɛŋ,b̥ɦjɛĩ,pʰjɛĩ
萎,影合三B支去,'jweH,ʔwɨ̯ieh,ʔwɨiH,ʔwɨiH,ʔwɨiH
萎,影合三B支平,'jwe,ʔwɨ̯ie,ʔwɨi,ʔwɨi,ʔwɨi
萏,定開一覃上,domX,d̙əmʔ,dɑmH,d̥ɦɑmH,tʰɑmH
萐,生開二咸入,sreap,ʂeˤp,ʂʕap,ʂʕaβ,ʂʕaβ
萐,生開三鹽入,srjep,ʂɨ̯ep,ʂʕap,ʂʕaβ,ʂʕaβ
萑,章合三脂平,tsywij,tɕwi,tɕwi,tɕwi,tɕwi
萩,清三尤平,tshjuw,tsʰju,tsʰjɨw,tsʰjɨw,tsʰjɨw
萪,溪合一歌平,khwa,qʰwɑ,qʰwɑ,qʰwɑ,qʰwɔ
萫,曉開三C陽去,xjangH,xɨ̯ɑŋh,xɨɑŋH,xɨɔũH,xɨɔũH
萬,明三C元去,mjonH,mɨ̯ənh,ɱʕanH,ʋʕanH,ʋʕanH
萭,云合三C虞上,hjuX,wɨ̯oʔ,ɣɨuX,ɣɨuX,ɣɨuX
萭,見合三C虞上,kjuX,kɨ̯oʔ,kɨuX,kɨuX,kɨuX
萮,以合三虞平,yu,jo,ju,ju,ju
萯,並三C尤上,bjuwX,bɨ̯uʔ,bvəwH,v̥ɦəwH,fəwH
萰,來開四先去,lenH,l̙enh,ljɛnH,ljɛnH,ljɛnH
萱,曉合三C元平,xjwon,xwɨ̯ən,xwɨɛn,xwɨɛn,xwɨɛn
萳,泥開一覃上,nomX,n̙əmʔ,nɑmX,ndɑmX,ndɑmX
萴,崇開三蒸入,dzrik,dʐɨk,ʐʕək,ʐ̥ɦʕəɣ,ʂʕəɣ
萴,莊開三蒸入,tsrik,tʂɨk,tʂʕək,tʂʕəɣ,tʂʕəɣ
萸,以合三虞平,yu,jo,ju,ju,ju
萹,滂三A仙平,phjien,pʰjen,pʰjɛn,pʰjɛn,pʰjɛn
萹,幫四先上,penX,p̙enʔ,pjɛnX,pjɛnX,pjɛnX
萹,幫四先平,pen,p̙en,pjɛn,pjɛn,pjɛn
萺,明一冬入,mowk,m̙ok,muk,mbuɣ,mbuɣ
萺,明三C東入,mjuwk,mɨ̯uk,muk,mbuɣ,mbuɣ
萼,疑開一唐入,ngak,ɴɑk,ɴɑk,ɴɢɑɣ,ɴɢɔɣ
落,來開一唐入,lak,l̙ɑk,lɑk,lɑɣ,lɔɣ
萿,見合一寒入,kwat,qwɑt,qwɑt,qwɑr,qwɑr
葀,見合一寒入,kwat,qwɑt,qwɑt,qwɑr,qwɑr
葃,崇開二耕入,dzreak,dʐeˤk,ʐʕɛk,ʐ̥ɦʕɛɣ,ʂʕɛɣ
葃,從開一唐入,dzak,d̙z̙ɑk,dzɑk,d̥z̥ɦɑɣ,tsʰɔɣ
葃,從開三清入,dzjek,dzjak,dzjɛk,d̥z̥ɦjɛɣ,tsʰjɨɣ
葆,幫一豪上,pawX,p̙əwʔ,pɑwX,pɑwX,pɑwX
葇,日三尤上,nyuwX,ɲuʔ,ɲɨwX,ʑɨwX,ʑɨwX
葇,日三尤平,nyuw,ɲu,ɲɨw,ʑɨw,ʑɨw
葉,以開三鹽入,yep,jep,jɛp,jɛβ,jɛβ
葉,書開三鹽入,syep,ɕep,ɕɛp,ɕɛβ,ɕɛβ
葋,羣合三C虞平,gju,ɡɨ̯o,ɡɨu,ɡ̊ɦɨu,kʰɨu
葌,見開二刪平,kaen,qaˤn,qʕan,qʕan,qʕan
葍,幫三C東入,pjuwk,pɨ̯uk,pfuk,fuɣ,fuɣ
葎,來合三真入,lwit,ljwit,lwɨt,lwɨr,lwɨr
葏,精開三仙平,tsjen,tsjen,tsjɛn,tsjɛn,tsjɛn
葐,並一魂平,bwon,b̙wən,bən,b̥ɦən,pʰən
葐,並三C文平,bjun,bɨ̯un,bvun,v̥ɦun,fun
葑,幫三C鍾去,pjowngH,pɨ̯oŋh,pfuŋH,fuŋH,fuŋH
葑,幫三C鍾平,pjowng,pɨ̯oŋ,pfuŋ,fuŋ,fuŋ
葒,匣一東平,huwng,ʁuŋ,ʁuŋ,ʁ̥ɦuŋ,χuŋ
葓,匣一東平,huwng,ʁuŋ,ʁuŋ,ʁ̥ɦuŋ,χuŋ
葔,匣一侯平,huw,ʁu,ʁəw,ʁ̥ɦəw,χəw
葖,定合一魂入,dwot,d̙wət,dwət,d̥ɦwər,tʰwər
著,知開三魚上,trjoX,ʈjəʔ,ʈɨX,ʈɨuX,ʈɨuX
著,知開三魚去,trjoH,ʈjəh,ʈɨH,ʈɨuH,ʈɨuH
著,知開三陽入,trjak,ʈjɑk,ʈɨɑk,ʈɨɑɣ,ʈɨɔɣ
著,澄開三魚平,drjo,ɖjə,ɖɨ,ɖ̥ɦɨu,ʈʰɨu
著,澄開三陽入,drjak,ɖjɑk,ɖɨɑk,ɖ̥ɦɨɑɣ,ʈʰɨɔɣ
葙,心開三陽平,sjang,sjɑŋ,sjɑŋ,sjɔũ,sjɔũ
葚,船開三侵上,zyimX,ʑimʔ,ʑimH,ʑ̊ɦimH,ɕimH
葛,見開一寒入,kat,qɑt,qɑt,qɑr,qɑr
葝,羣開三A清平,gjieng,ɡjaŋ,ɡjɛŋ,ɡ̊ɦjɛĩ,kʰjɛĩ
葝,羣開三B庚平,gjaeng,ɡɨ̯aŋ,ɡɨɛŋ,ɡ̊ɦɨɛĩ,kʰɨɛĩ
葞,明三A支上,mjieX,mjieʔ,mjiX,mbjiX,mbjiX
葟,匣合一唐平,hwang,ʁwɑŋ,ʁwɑŋ,ʁ̥ɦwɔũ,χwɔũ
董,端一東上,tuwngX,t̙uŋʔ,tuŋX,tuŋX,tuŋX
葤,澄三尤上,drjuwX,ɖjuʔ,ɖɨwH,ɖ̥ɦɨwH,ʈʰɨwH
葥,精開三仙去,tsjenH,tsjenh,tsjɛnH,tsjɛnH,tsjɛnH
葦,云合三C微上,hjw+jX,wɨjʔ,wɨiX,wɨiX,wɨiX
葨,影合一灰平,'woj,ʔ̙wəj,ʔwɑj,ʔwɑj,ʔwɑj
葩,滂二麻平,phae,p̙ʰaˤ,pʰʕa,pʰʕa,pʰʕa
葫,匣一模平,hu,ʁo,ʁu,ʁ̥ɦu,χu
葫,曉一模平,xu,χo,χu,χu,χu
葬,精開一唐去,tsangH,t̙s̙ɑŋh,tsɑŋH,tsɔũH,tsɔũH
葭,見開二麻平,kae,qaˤ,qʕa,qʕa,qʕa
葯,影二江入,'aewk,ʔ̙oˤk,ʔˤawk,ʔˤawɣ,ʔˤɔɣ
葯,影開三C陽入,'jak,ʔɨ̯ɑk,ʔɨɑk,ʔɨɑɣ,ʔɨɔɣ
葰,心合一歌上,swaX,s̙wɑʔ,swɑX,swɑX,swɔX
葰,心合三脂平,swij,sjwi,sjwi,su,su
葰,生合二麻上,srwaeX,ʂwaˤʔ,ʂwʕaX,ʂwʕaX,ʂwʕaX
葲,從合三仙平,dzjwen,dzjwen,dzjwɛn,d̥z̥ɦjwɛn,tsʰjwɛn
葳,影合三C微平,'jw+j,ʔwɨj,ʔwɨi,ʔwɨi,ʔwɨi
葴,章開三侵平,tsyim,tɕim,tɕim,tɕim,tɕim
葵,羣合三A脂平,gjwij,ɡjwi,ɡjwi,ɡ̊ɦjwi,kʰjwi
葶,定開四青平,deng,d̙eŋ,djɛŋ,d̥ɦjɛĩ,tʰjɛĩ
葶,端開四青上,tengX,t̙eŋʔ,tjɛŋX,tjɛĩX,tjɛĩX
葷,曉合三C文平,xjun,xɨ̯un,xɨun,xɨun,xɨun
葸,心開三之上,siX,sjɨʔ,sjiX,səX,səX
葹,書開三支平,sye,ɕie,ɕi,ɕi,ɕi
葺,清開三侵入,tship,tsʰip,tsʰjip,tsʰjiβ,tsʰjiβ
葺,精開三侵入,tsip,tsip,tsjip,tsjiβ,tsjiβ
葻,來開一覃平,lom,l̙əm,lɑm,lɑm,lɑm
葼,精一東平,tsuwng,t̙s̙uŋ,tsuŋ,tsuŋ,tsuŋ
葽,影開三A宵去,'jiewH,ʔjewh,ʔjɛwH,ʔjɛwH,ʔjɛwH
葽,影開三A宵平,'jiew,ʔjew,ʔjɛw,ʔjɛw,ʔjɛw
葽,影開四蕭上,'ewX,ʔ̙ewʔ,ʔjɛwX,ʔjɛwX,ʔjɛwX
葽,影開四蕭平,'ew,ʔ̙ew,ʔjɛw,ʔjɛw,ʔjɛw
葾,影合三C元平,'jwon,ʔwɨ̯ən,ʔwɨɛn,ʔwɨɛn,ʔwɨɛn
葿,明三B脂平,mij,mɨ̯i,mɨi,mbɨi,mbɨi
蒁,云合三B真入,hwit,wɨ̯it,ɣɨut,ɣɨur,ɣɨur
蒐,生三尤平,srjuw,ʂɨ̯u,ʂʕəw,ʂʕəw,ʂʕəw
蒒,生開三脂平,srij,ʂɨ̯i,ʂʕi,ʂʕə,ʂʕə
蒓,常合三真平,dzywin,dʑwin,ʑwɨn,ʑ̊ɦwɨn,ɕwɨn
蒔,常開三之去,dzyiH,dʑɨh,ʑiH,ʑ̊ɦiH,ɕiH
蒔,常開三之平,dzyi,dʑɨ,ʑi,ʑ̊ɦi,ɕi
蒕,影合三C文平,'jun,ʔɨ̯un,ʔɨun,ʔɨun,ʔɨun
蒖,章開三真平,tsyin,tɕin,tɕɨn,tɕɨn,tɕɨn
蒗,來開一唐去,langH,l̙ɑŋh,lɑŋH,lɔũH,lɔũH
蒘,孃開二麻平,nrae,ɳaˤ,ɳʕa,nɻʕa,nɻʕa
蒘,孃開三魚平,nrjo,ɳjə,ɳɨ,nɻɨu,nɻɨu
蒙,明一東平,muwng,m̙uŋ,muŋ,mbuŋ,mbuŋ
蒚,匣開二耕入,heak,ʁeˤk,ʁʕɛk,ʁ̥ɦʕɛɣ,χʕɛɣ
蒚,來開四青入,lek,l̙ek,ljɛk,ljɛɣ,ljɨɣ
蒛,溪合三A仙入,khjwiet,kʰjwet,kʰjwɛt,kʰjwɛr,kʰjwɛr
蒜,心合一寒去,swanH,s̙wɑnh,swɑnH,swɑnH,swɑnH
蒝,疑合三C元平,ngjwon,ŋwɨ̯ən,ŋwɨɛn,ŋɡwɨɛn,ŋɡwɨɛn
蒟,見合三C虞上,kjuX,kɨ̯oʔ,kɨuX,kɨuX,kɨuX
蒟,見合三C虞去,kjuH,kɨ̯oh,kɨuH,kɨuH,kɨuH
蒠,心開三蒸入,sik,sjɨk,sjɨk,sjɨɣ,sjɨɣ
蒡,並二庚平,baeng,b̙aˤŋ,bʕɛŋ,b̥ɦʕɛĩ,pʰʕɛĩ
蒡,幫一唐上,pangX,p̙ɑŋʔ,pɑŋX,pɔũX,pɔũX
蒢,澄開三魚平,drjo,ɖjə,ɖɨ,ɖ̥ɦɨu,ʈʰɨu
蒤,定一模平,du,d̙o,du,d̥ɦu,tʰu
蒥,來三尤平,ljuw,lju,lɨw,lɨw,lɨw
蒨,清開四先去,tshenH,t̙s̙ʰenh,tsʰjɛnH,tsʰjɛnH,tsʰjɛnH
蒩,清開三魚平,tshjo,tsʰjə,tsʰjɨ,tsʰju,tsʰju
蒩,精一模上,tsuX,t̙s̙oʔ,tsuX,tsuX,tsuX
蒩,精一模平,tsu,t̙s̙o,tsu,tsu,tsu
蒪,滂一唐入,phak,p̙ʰɑk,pʰɑk,pʰɑɣ,pʰɔɣ
蒫,從開一歌平,dza,d̙z̙ɑ,dzɑ,d̥z̥ɦɑ,tsʰɔ
蒫,精開三脂平,tsij,tsi,tsji,tsə,tsə
蒫,精開三麻平,tsjae,tsja,tsja,tsja,tsja
蒬,影合三C元平,'jwon,ʔwɨ̯ən,ʔwɨɛn,ʔwɨɛn,ʔwɨɛn
蒮,以三東入,yuwk,juk,juk,juɣ,juɣ
蒯,溪合二皆去,khweajH,qʰweˤjh,qʰwʕajH,qʰwʕajH,qʰwʕajH
蒱,並一模平,bu,b̙o,bu,b̥ɦu,pʰu
蒲,並一模平,bu,b̙o,bu,b̥ɦu,pʰu
蒳,泥開一覃入,nop,n̙əp,nɑp,ndɑβ,ndɑβ
蒴,生二江入,sraewk,ʂoˤk,ʂʕawk,ʂʕawɣ,ʂʕɔɣ
蒵,匣開四齊去,hejH,ʁejh,ɣjɛjH,ɣ̊ɦjɛjH,xjiH
蒵,匣開四齊平,hej,ʁej,ɣjɛj,ɣ̊ɦjɛj,xji
蒸,章開三蒸平,tsying,tɕɨŋ,tɕɨŋ,tɕɨŋ,tɕɨŋ
蒹,見開四添平,kem,qem,kjɛm,kjɛm,kjɛm
蒺,從開三真入,dzit,dzit,dzjit,d̥z̥ɦjir,tsʰjir
蒻,日開三陽入,nyak,ɲɑk,ɲɑk,ʑɑɣ,ʑɔɣ
蒼,清開一唐上,tshangX,t̙s̙ʰɑŋʔ,tsʰɑŋX,tsʰɔũX,tsʰɔũX
蒼,清開一唐平,tshang,t̙s̙ʰɑŋ,tsʰɑŋ,tsʰɔũ,tsʰɔũ
蒿,曉開一豪平,xaw,χəw,χɑw,χɑw,χɑw
蓀,心合一魂平,swon,s̙wən,swən,swən,swən
蓁,莊開三臻平,tsrin,tʂɨ̯in,tʂʕən,tʂʕən,tʂʕən
蓂,明四青入,mek,m̙ek,mjɛk,mbjɛɣ,mbjɨɣ
蓂,明四青平,meng,m̙eŋ,mjɛŋ,mbjɛĩ,mbjɛĩ
蓄,徹三東入,trhjuwk,ʈʰjuk,ʈʰɨuk,ʈʰɨuɣ,ʈʰɨuɣ
蓄,曉三C東入,xjuwk,xɨ̯uk,xɨuk,xɨuɣ,xɨuɣ
蓆,邪開三清入,zjek,zjak,zjɛk,z̥ɦjɛɣ,sjɨɣ
蓇,見合一魂入,kwot,qwət,qwət,qwər,qwər
蓈,來開一唐平,lang,l̙ɑŋ,lɑŋ,lɔũ,lɔũ
蓉,以三鍾平,yowng,joŋ,juŋ,juŋ,juŋ
蓊,影一東上,'uwngX,ʔ̙uŋʔ,ʔuŋX,ʔuŋX,ʔuŋX
蓊,影一東平,'uwng,ʔ̙uŋ,ʔuŋ,ʔuŋ,ʔuŋ
蓋,匣開一談入,hap,ʁɑp,ʁɑp,ʁ̥ɦɑβ,χɑβ
蓋,見開一泰去,kajH,qɑjh,qɑjH,qɑjH,qɑjH
蓋,見開一談入,kap,qɑp,qɑp,qɑβ,qɑβ
蓍,書開三脂平,syij,ɕi,ɕi,ɕi,ɕi
蓎,定開一唐平,dang,d̙ɑŋ,dɑŋ,d̥ɦɔũ,tʰɔũ
蓏,來合一歌上,lwaX,l̙wɑʔ,lwɑX,lwɑX,lwɔX
蓐,日三鍾入,nyowk,ɲok,ɲuk,ʑuɣ,ʑuɣ
蓑,心合一灰平,swoj,s̙wəj,swɑj,swɑj,swɑj
蓑,心合一歌平,swa,s̙wɑ,swɑ,swɑ,swɔ
蓒,曉開三C元平,xjon,xɨ̯ən,xɨɛn,xɨɛn,xɨɛn
蓓,並一灰上,bwojX,b̙wəjʔ,bɑjH,b̥ɦɑjH,pʰɑjH
蓖,幫四齊平,pej,p̙ej,pjɛj,pjɛj,pji
蓧,定開四青入,dek,d̙ek,djɛk,d̥ɦjɛɣ,tʰjɨɣ
蓧,透開四蕭平,thew,t̙ʰew,tʰjɛw,tʰjɛw,tʰjɛw
蓨,透開四青入,thek,t̙ʰek,tʰjɛk,tʰjɛɣ,tʰjɨɣ
蓩,明一東入,muwk,m̙uk,muk,mbuɣ,mbuɣ
蓩,明一豪上,mawX,m̙əwʔ,mɑwX,mbɑwX,mbɑwX
蓪,透一東平,thuwng,t̙ʰuŋ,tʰuŋ,tʰuŋ,tʰuŋ
蓫,徹三東入,trhjuwk,ʈʰjuk,ʈʰɨuk,ʈʰɨuɣ,ʈʰɨuɣ
蓫,澄三東入,drjuwk,ɖjuk,ɖɨuk,ɖ̥ɦɨuɣ,ʈʰɨuɣ
蓫,曉三C東入,xjuwk,xɨ̯uk,xɨuk,xɨuɣ,xɨuɣ
蓬,並一東平,buwng,b̙uŋ,buŋ,b̥ɦuŋ,pʰuŋ
蓮,來開三仙上,ljenX,ljenʔ,lɨɛnX,lɨɛnX,lɨɛnX
蓮,來開四先平,len,l̙en,ljɛn,ljɛn,ljɛn
蓯,精一東上,tsuwngX,t̙s̙uŋʔ,tsuŋX,tsuŋX,tsuŋX
蓱,並四青平,beng,b̙eŋ,bjɛŋ,b̥ɦjɛĩ,pʰjɛĩ
蓲,溪三C尤平,khjuw,kʰɨ̯u,kʰɨw,kʰɨw,kʰɨw
蓲,影一侯平,'uw,ʔ̙u,ʔəw,ʔəw,ʔəw
蓲,影合三C虞去,'juH,ʔɨ̯oh,ʔɨuH,ʔɨuH,ʔɨuH
蓲,影合三C虞平,'ju,ʔɨ̯o,ʔɨu,ʔɨu,ʔɨu
蓴,常合三真平,dzywin,dʑwin,ʑwɨn,ʑ̊ɦwɨn,ɕwɨn
蓶,以合三脂上,ywijX,jwiʔ,jwiX,jwiX,jwiX
蓶,以合三脂平,ywij,jwi,jwi,jwi,jwi
蓷,昌合三脂平,tsyhwij,tɕʰwi,tɕʰwi,tɕʰwi,tɕʰwi
蓷,透合一灰平,thwoj,t̙ʰwəj,tʰwɑj,tʰwɑj,tʰwɑj
蓸,從開一豪平,dzaw,d̙z̙əw,dzɑw,d̥z̥ɦɑw,tsʰɑw
蓺,疑開三A祭去,ngjiejH,ŋjejh,ŋjɛjH,ŋɡjɛjH,ŋɡjiH
蓻,精開三侵入,tsip,tsip,tsjip,tsjiβ,tsjiβ
蓼,來三東入,ljuwk,ljuk,lɨuk,lɨuɣ,lɨuɣ
蓼,來開四蕭上,lewX,l̙ewʔ,ljɛwX,ljɛwX,ljɛwX
蓽,幫三A真入,pjit,pjit,pjit,pjir,pjir
蓾,來一模上,luX,l̙oʔ,luX,luX,luX
蓿,心三東入,sjuwk,sjuk,sjuk,sjuɣ,sjuɣ
蔀,並一侯上,buwX,b̙uʔ,bəwH,b̥ɦəwH,pʰəwH
蔀,滂一侯上,phuwX,p̙ʰuʔ,pʰəwX,pʰəwX,pʰəwX
蔁,章開三陽平,tsyang,tɕɑŋ,tɕɑŋ,tɕɔũ,tɕɔũ
蔄,來一侯去,luwH,l̙uh,ləwH,ləwH,ləwH
蔄,明二山去,meanH,m̙eˤnh,mʕanH,mbʕanH,mbʕanH
蔆,來開三蒸平,ling,ljɨŋ,lɨŋ,lɨŋ,lɨŋ
蔇,見開三C微去,kj+jH,kɨjh,kɨiH,kɨiH,kɨiH
蔈,幫三A宵平,pjiew,pjew,pjɛw,pjɛw,pjɛw
蔉,見合一魂上,kwonX,qwənʔ,qwənX,qwənX,qwənX
蔊,曉開一寒上,xanX,χɑnʔ,χɑnX,χɑnX,χɑnX
蔋,定開四青入,dek,d̙ek,djɛk,d̥ɦjɛɣ,tʰjɨɣ
蔌,心一東入,suwk,s̙uk,suk,suɣ,suɣ
蔍,來一東入,luwk,l̙uk,luk,luɣ,luɣ
蔎,書開三仙入,syet,ɕet,ɕɛt,ɕɛr,ɕɛr
蔏,書開三陽平,syang,ɕɑŋ,ɕɑŋ,ɕɔũ,ɕɔũ
蔑,明四先入,met,m̙et,mjɛt,mbjɛr,mbjɛr
蔓,明一寒平,man,m̙ɑn,mɑn,mbɑn,mbɑn
蔓,明三C元去,mjonH,mɨ̯ənh,ɱʕanH,ʋʕanH,ʋʕanH
蔔,並一登入,bok,b̙ək,bək,b̥ɦəɣ,pʰəɣ
蔕,端開四齊去,tejH,t̙ejh,tjɛjH,tjɛjH,tjiH
蔖,從開一歌平,dza,d̙z̙ɑ,dzɑ,d̥z̥ɦɑ,tsʰɔ
蔖,清一模上,tshuX,t̙s̙ʰoʔ,tsʰuX,tsʰuX,tsʰuX
蔗,章開三麻去,tsyaeH,tɕah,tɕaH,tɕaH,tɕaH
蔘,心開一覃平,som,s̙əm,sɑm,sɑm,sɑm
蔘,生開三侵平,srim,ʂɨ̯im,ʂʕim,ʂʕim,ʂʕim
蔚,影合三C文入,'jut,ʔɨ̯ut,ʔɨut,ʔɨur,ʔɨur
蔚,影合三C微去,'jw+jH,ʔwɨjh,ʔwɨiH,ʔwɨiH,ʔwɨiH
蔛,匣一東入,huwk,ʁuk,ʁuk,ʁ̥ɦuɣ,χuɣ
蔜,疑開一豪平,ngaw,ɴəw,ɴɑw,ɴɢɑw,ɴɢɑw
蔝,明四齊上,mejX,m̙ejʔ,mjɛjX,mbjɛjX,mbjiX
蔞,來一侯平,luw,l̙u,ləw,ləw,ləw
蔞,來合三虞上,ljuX,ljoʔ,lɨuX,lɨuX,lɨuX
蔞,來合三虞平,lju,ljo,lɨu,lɨu,lɨu
蔟,清一東入,tshuwk,t̙s̙ʰuk,tsʰuk,tsʰuɣ,tsʰuɣ
蔟,清一侯去,tshuwH,t̙s̙ʰuh,tsʰəwH,tsʰəwH,tsʰəwH
蔠,章三東平,tsyuwng,tɕuŋ,tɕuŋ,tɕuŋ,tɕuŋ
蔡,清開一泰去,tshajH,t̙s̙ʰɑjh,tsʰɑjH,tsʰɑjH,tsʰɑjH
蔢,並一歌平,ba,b̙ɑ,bɑ,b̥ɦɑ,pʰɔ
蔣,精開三陽上,tsjangX,tsjɑŋʔ,tsjɑŋX,tsjɔũX,tsjɔũX
蔣,精開三陽平,tsjang,tsjɑŋ,tsjɑŋ,tsjɔũ,tsjɔũ
蔤,明三B真入,mit,mɨ̯it,mɨt,mbɨr,mbɨr
蔥,清一東平,tshuwng,t̙s̙ʰuŋ,tsʰuŋ,tsʰuŋ,tsʰuŋ
蔦,端開四蕭上,tewX,t̙ewʔ,tjɛwX,tjɛwX,tjɛwX
蔦,端開四蕭去,tewH,t̙ewh,tjɛwH,tjɛwH,tjɛwH
蔧,邪合三脂去,zwijH,zjwih,zjwiH,z̥ɦuH,suH
蔨,羣合三B仙上,gjwenX,ɡwɨ̯enʔ,ɡwɨɛnH,ɡ̊ɦwɨɛnH,kʰwɨɛnH
蔨,羣合三B真上,gwinX,ɡwɨ̯inʔ,ɡɨunH,ɡ̊ɦɨunH,kʰɨunH
蔩,以開三仙上,yenX,jenʔ,jɛnX,jɛnX,jɛnX
蔩,以開三真平,yin,jin,jin,jin,jin
蔩,以開三脂平,yij,ji,ji,ji,ji
蔪,從開三鹽上,dzjemX,dzjemʔ,dzjɛmH,d̥z̥ɦjɛmH,tsʰjɛmH
蔫,影開三B仙平,'jen,ʔɨ̯en,ʔɨɛn,ʔɨɛn,ʔɨɛn
蔫,影開三C元平,'jon,ʔɨ̯ən,ʔɨɛn,ʔɨɛn,ʔɨɛn
蔬,生開三魚平,srjo,ʂɨ̯ə,ʂʕə,ʂʕu,ʂʕu
蔭,影開三B侵去,'imH,ʔɨ̯imh,ʔɨimH,ʔɨimH,ʔɨimH
蔮,見合一灰去,kwojH,qwəjh,qwɑjH,qwɑjH,qwɑjH
蔱,生開二山入,sreat,ʂeˤt,ʂʕat,ʂʕar,ʂʕar
蔱,生開三祭去,srjejH,ʂɨ̯ejh,ʂʕajH,ʂʕajH,ʂʕajH
